"","score_rank","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR","likely_to_succeed"
"23",67,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"24",50,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"25",77,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"26",59,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"27",52,499,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"No"
"28",45,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,"Yes"
"29",59,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"30",77,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"No"
"31",95,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"32",23,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Yes"
"33",35,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"34",34,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"35",87,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"36",52,5999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"37",77,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"38",93,799,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"39",16,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,"No"
"40",43,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"41",95,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"42",95,799,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"Yes"
"43",95,1499,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,"Yes"
"44",39,2999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"45",56,499,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,"Yes"
"46",93,499,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"47",77,499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"48",70,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,"Yes"
"49",65,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,"No"
"50",52,1999,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"51",23,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"52",90,1999,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,"Yes"
"53",62,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,"Yes"
"54",80,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"55",80,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"56",39,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"57",93,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"No"
"58",22,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"59",84,1499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"60",93,1999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"61",93,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"62",95,1999,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,"Yes"
"63",77,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,"Yes"
"64",29,2999,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"65",93,2999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"66",45,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"67",70,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"68",5,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"No"
"69",59,2499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"70",87,1499,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"71",84,1499,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"72",23,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"73",37,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"Yes"
"74",95,999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"75",87,1999,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,"Yes"
"76",84,1999,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"77",77,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,"Yes"
"78",98,1499,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,"Yes"
"79",11,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"80",19,1999,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"81",90,999,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,"No"
"82",47,2999,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"83",54,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"85",87,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"86",95,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,"Yes"
"87",9,1999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"88",90,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"89",28,3499,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"90",70,3999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"91",70,3999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"94",70,2999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"96",95,1999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"97",98,1999,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,"Yes"
"98",80,1999,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"99",93,2999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"100",93,1999,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"101",95,1499,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,"Yes"
"102",18,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,"No"
"103",45,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"104",59,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"No"
"105",95,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"106",62,3999,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"Yes"
"107",62,3999,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"Yes"
"108",80,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"109",13,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"110",87,2999,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"111",65,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"112",84,1499,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"114",26,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"115",93,1999,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,"No"
"116",56,1299,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"117",90,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"118",6,1999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"119",77,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"120",11,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"No"
"121",84,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"122",52,999,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,"No"
"123",62,5999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"124",62,5999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"125",95,499,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,"Yes"
"126",93,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"127",77,1999,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"128",98,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"129",73,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"130",41,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"131",77,3999,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"132",22,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"133",84,2999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"134",95,1999,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,"Yes"
"135",56,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Yes"
"136",80,1499,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"137",77,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"138",73,1999,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,"No"
"139",67,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"140",54,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,"Yes"
"141",70,1499,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"142",62,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"143",98,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,"No"
"144",37,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"145",84,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"146",98,3999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"147",73,1499,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,"Yes"
"150",21,1999,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"151",95,1999,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"No"
"152",93,1499,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,"No"
"153",73,999,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,"Yes"
"154",41,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,"Yes"
"155",70,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"156",56,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Yes"
"157",98,999,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Yes"
"158",84,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"159",56,1999,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"160",73,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"161",45,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"162",77,999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"163",73,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,"Yes"
"164",56,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"165",70,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"No"
"166",45,5995,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"167",98,1999,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"168",25,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"No"
"169",87,1999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"170",90,2999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"171",98,1499,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,"No"
"172",54,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"173",95,999,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,"Yes"
"174",7,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"175",41,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"176",98,1499,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"Yes"
"177",95,1499,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"178",39,99,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"179",73,1999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"180",43,999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"181",56,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"182",98,1499,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,"Yes"
"183",84,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"184",54,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,"No"
"185",90,1999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"186",34,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"187",52,2999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"189",41,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"190",62,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"191",50,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"193",31,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"194",90,2999,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"Yes"
"195",84,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"196",80,1499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,"No"
"197",54,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"198",98,2499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"Yes"
"199",37,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"200",70,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"201",41,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"202",34,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"No"
"203",77,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"204",56,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"Yes"
"206",98,999,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"No"
"207",70,2499,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"208",65,1999,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"209",77,3999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"211",43,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"212",67,1999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"213",84,1499,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Yes"
"214",50,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,"Yes"
"215",39,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"216",73,3999,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"218",50,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"219",52,2499,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"Yes"
"220",98,2999,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"Yes"
"221",14,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"223",8,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"No"
"224",67,1499,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Yes"
"225",80,2999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"226",21,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"No"
"227",84,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"228",34,1999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"231",17,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"232",84,1999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"234",80,1999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"235",93,799,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,"Yes"
"236",98,1499,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,"Yes"
"237",93,1999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"238",84,999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"239",65,999,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,"Yes"
"240",52,3999,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"241",50,149,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"No"
"242",93,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"243",35,1999,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"No"
"244",95,999,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,"No"
"245",17,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"No"
"246",56,1999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"247",54,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,"Yes"
"248",93,1999,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,"Yes"
"249",98,3999,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes"
"250",93,1499,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"251",77,1999,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Yes"
"252",80,2999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"253",56,999,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,"No"
"254",5,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"255",87,5999,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"256",41,5999,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"Yes"
"257",84,5999,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"Yes"
"258",59,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"259",32,1999,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"Yes"
"260",28,1999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"261",28,1999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"262",98,1499,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,"No"
"263",7,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,"Yes"
"264",90,2999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"No"
"265",95,1999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"No"
"266",84,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"267",43,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"268",90,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"270",90,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"271",87,1299,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"272",25,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"273",90,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"274",56,799,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"No"
"275",67,1499,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,"No"
"276",80,1499,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"277",95,1499,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"No"
"278",87,1999,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"279",34,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,"No"
"280",70,999,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"281",70,1999,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"282",67,1999,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"Yes"
"283",45,1999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"284",54,1499,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Yes"
"285",80,999,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,"No"
"286",87,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"287",84,1999,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,"Yes"
"288",73,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,"No"
"289",59,999,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"No"
"290",54,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"No"
"291",80,1999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"292",45,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,"No"
"293",90,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Yes"
"294",98,999,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"295",73,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"No"
"296",90,899,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"297",93,999,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"298",87,1999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"299",93,999,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,"No"
"300",12,3999,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"301",90,999,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,"Yes"
"302",25,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"303",14,5999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"304",14,5999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"305",29,2999,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"306",43,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"Yes"
"307",84,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"308",84,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"309",45,499,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"310",56,1499,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"No"
"311",84,3999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"312",87,1499,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Yes"
"313",93,999,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,"Yes"
"314",67,999,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"No"
"315",4,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"No"
"316",80,1499,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,"No"
"317",16,5999,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Yes"
"318",77,1999,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Yes"
"319",70,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"320",13,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,"Yes"
"321",39,499,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"No"
"322",31,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"No"
"323",35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"No"
